qid,query
train_6407,"Whose^3 policy will the people of the United^3 States^3 pursue ""United States""^4"
train_6408,"Who was the niece of Capt^3 James^3 Collins^3 ""Capt James Collins""^4"
train_6409,"Who was the niece of Capt^3 Mary^3 Sedgley^3 ""Capt Mary Sedgley""^4"
train_6410,Who was the Capt^3 of Eastport^3
train_6411,"Along^3 with Capt^3 John^3 F^3 H^3 Green^3 who was in the boat that filled and sunk in Eastport^3 ""Capt John F H Green""^4"
train_6412,What was the name of the 88^2 year old man who died in Portland^3
train_6413,What was the name of the man who died in Portland^3 in July^2 1811^2
train_6414,"Who was the Marshal^3 of New^3 York^3 ""New York""^4"
train_6415,"Who was the captain of the ship Peace^3 Plenty^3 ""Peace Plenty""^4"
train_6416,What was the name of the organization that condemned brigs and schooners bound to and from France^3
train_6417,"How many kettles are in the SALT^3 WORKS^3 ""SALT WORKS""^4"
train_6418,"Who was the first person to be notified of the annual meeting of the Board^3 of Overseers^3 of Bowdoin^3 College^3 ""Bowdoin College""^4"
train_6419,"Who is notified that a letter annual meeting will be held in the College^3 Chapel^3 ""College Chapel""^4"
train_6420,When did the Selectmen^3 of the town of Portland^3 give notice to the Inhabitants^3 of Portland^3
train_6421,What town does the Selectmen^3 of give notice to the inhabitants and all other persons liable to pay Taxes^3 in
train_6422,Who will hold a stated meeting at the Treasurer^3 s office
train_6423,"Who will hold the annual meeting of Bowdoin^3 College^3 ""Bowdoin College""^4"
train_6424,"Who is the President^3 of Bowdoin^3 College^3 ""Bowdoin College""^4"
train_6425,"Who is the director of HUCKFIELD^3 ACADEMY^3 ""HUCKFIELD ACADEMY""^4"
train_6426,"How much is the tuition per week at HUCKFIELD^3 ACADEMY^3 ""HUCKFIELD ACADEMY""^4"
train_6427,"Who is the Trustees^3 of HUCKFIELD^3 ACADEMY^3 ""HUCKFIELD ACADEMY""^4"
train_6428,"How many chests and boxes of Young^3 Hyson^3 Tea^3 did N^3 CRAM^3 CO^3 Foot^3 STBKLIN^3 have for sale ""Young Hyson Tea""^4 ""N CRAM CO Foot STBKLIN""^4"
train_6429,"How many pipes of Cognac^3 Brandy^3 did the Assessors^3 receive ""Cognac Brandy""^4"
train_6430,How many casks of Nails^3 are there
train_6431,How many bags of Pepper^3 and Pimento^3 did the Assessors^3 receive
train_6432,How many tons of Russia^3 twilled SO^3 bolts did Russia^3 twill
train_6433,How many yards of Linens^3 are available at VINTON^3 co
train_6434,"How many Linen^3 Cambrics^3 are for sale at VINTON^3 co ""Linen Cambrics""^4"
train_6435,What is the name of the company that sells Hhds^3
train_6436,"Who sells calicoes Dimities^3 Jesits^3 Cambricks^3 and handkerchiefs ""Dimities Jesits Cambricks""^4"
train_6437,"What is the number of ATTVI^3 GOODS^3 QUINCY^3 in Union^3 Wharf^3 ""ATTVI GOODS QUINCY""^4 ""Union Wharf""^4"
train_6438,"How many engrs Straw^3 Bonnets^3 does ATTVI^3 GOODS^3 QUINCY^3 sell ""Straw Bonnets""^4 ""ATTVI GOODS QUINCY""^4"
train_6439,"How many cases of Leghorn^3 do does ATTVI^3 GOODS^3 QUINCY^3 have ""ATTVI GOODS QUINCY""^4"
train_6440,"How many gross Plated^3 Needles^3 does ATTVI^3 GOODS^3 QUINCY^3 sell ""Plated Needles""^4 ""ATTVI GOODS QUINCY""^4"
train_6441,"How many Willard^3 s Patent^3 Timepieces^3 are on display at ATTVI^3 GOODS^3 QUINCY^3 ""Patent Timepieces""^4 ""ATTVI GOODS QUINCY""^4"
train_6442,"How many boxes of Tin^3 does ATTVI^3 GOODS^3 QUINCY^3 have ""ATTVI GOODS QUINCY""^4"
train_6443,"How many tons of shot was assorted at ATTVI^3 GOODS^3 QUINCY^3 ""ATTVI GOODS QUINCY""^4"
train_6444,"How many barrels of clear Pork^3 does ATTVI^3 GOODS^3 QUINCY^3 sell ""ATTVI GOODS QUINCY""^4"
train_6445,What is the name of the lovely day that the songsters of the grove hail
train_6446,How many slaves were imported into Havana^3 between 1760^2 and 1817^2
train_6447,How long did it take for slaves to be imported into Havana^3
train_6448,In what month were 1270^2 slaves imported into Havana^3
train_6449,"Who wrote the travels to the source of the Missouri^3 River^3 ""Missouri River""^4"
train_6450,How many buffaloes did an Indian^3 cover himself with
train_6451,How many parties did the Indians^3 attack Bruin^3 in
train_6452,Who said they had rather encounter two Indians^3 than a single brown bear
train_6453,"How many Indians^3 did Captain^3 Clark^3 encounter ""Captain Clark""^4"
train_6454,"How many bears did Captain^3 Clark^3 attack ""Captain Clark""^4"
train_6455,How many balls did the exploring party send through Clark^3 s lungs
train_6456,How many Indians^3 narrowly escaped with their lives
train_6457,Who arrived at Boston^3 on April^2 22^2 1884^2 last
train_6458,"When did Editari^3 Fatter^3 arrive in Boston^3 ""Editari Fatter""^4"
train_6459,"How many entries does Mr^3 Jiiiii^3 enter in a J^3 report ""Mr Jiiiii""^4"
train_6460,"What is JOHN^3 BEL^3 LAMY^3 s name ""JOHN BEL LAMY""^4"
train_6461,"How many lbis of Superfine^3 FLOUR^3 is for sale at Leaf^3 Wharf^3 ""Superfine FLOUR""^4 ""Leaf Wharf""^4"
train_6462,"How many bags of Green^3 COFFEE^3 are for sale ""Green COFFEE""^4"
train_6463,"How many casks prime Green^3 COFFEE^3 are there ""Green COFFEE""^4"
train_6464,"How many tons of Swedea^3 IRON^3 are there ""Swedea IRON""^4"
train_6465,How many tickets are there of the 20^2 000^2 10^2 000^2 5000^2 and 50^2 of 1000^2
train_6466,"How many tickets are in the National^3 Canal^3 Lottery^3 ""National Canal Lottery""^4"
train_6467,How many tickets are there of 10^2 000^2
train_6468,"How many tickets of 5000^2 are in the National^3 Canal^3 Lottery^3 ""National Canal Lottery""^4"
train_6469,How many tickets are for 1000^2
train_6470,"How many tickets are for sale at the National^3 Canal^3 Lottery^3 ""National Canal Lottery""^4"
train_6471,"On what day of October^2 1832^2 is the Annual^3 Meeting^3 held ""Annual Meeting""^4"
train_6472,How many trustees were to be returned for the year ending
train_6473,For what year were the trustees to be returned
train_6474,"On what day was a large lot of HOUSEHOLD^3 FURNITURE^3 auctioned ""HOUSEHOLD FURNITURE""^4"
train_6475,How many stories is the Dwelling^3 houM in Portland^3
train_6476,"How many boxes of Bordeaux^3 Prunes^3 did JOHN^3 SMITH^3 receive ""Bordeaux Prunes""^4 ""JOHN SMITH""^4"
train_6477,"How many boxes of Mould^3 and Dipped^3 Candles^3 did JOHN^3 SMITH^3 receive ""Dipped Candles""^4 ""JOHN SMITH""^4"
train_6478,"What is the number of the Store^3 formerly occupied by Messrs^3 Hamel^3 Burr^3 ""Messrs Hamel Burr""^4"
train_6479,Who will be given a credit for part of the purchase money of the Farm^3
train_6480,"Who appointed the subscribers to receive and examine the claims of creditors to the estate of ELIZA^3 K^3 HINWOOD^3 ""ELIZA K HINWOOD""^4"
train_6481,"How long will it take to examine the claims of creditors to the estate of ELIZA^3 K^3 HINWOOD^3 ""ELIZA K HINWOOD""^4"
train_6482,How many rods are there from the tide water at Conrad^3 s Mills^3
train_6483,How far from Bangor^3 is Conrad^3 s Mills^3
train_6484,Who is the name of the subscriber at Conrad^3 s Mills^3
train_6485,"What was the name of Samuel^3 Grant^3 ""Samuel Grant""^4"
train_6486,"On what day did Samuel^3 Grant^3 leave Orono^3 ""Samuel Grant""^4"
train_6487,"Who was sent to Cowes^3 shortly after Mr^3 B^3 left for the U^3 S^3 ""Mr B""^4 ""U S""^4"
train_6488,"On what day did a North^3 Carolina^3 resident hear heavy firing off Cape^3 Henry^3 ""North Carolina""^4 ""Cape Henry""^4"
train_6489,"How many broad sides were there off Cape^3 Henry^3 ""Cape Henry""^4"
train_6490,On what day did a pilot boat from the Delaware^3 say they saw two frigates one chasing the other
train_6491,From what state did a pilot boat report seeing two frigates one chasing the other
train_6492,When did a pilot boat from the Delaware^3 see two frigates one chasing the other
train_6493,How many frigates did the pilot boat from the Delaware^3 see on June^2 21^2 1811^2 night
train_6494,"How many Frenchmen^3 were admitted into the US^3 Senate^3 ""US Senate""^4"
train_6495,"Who was transferred from the Supreme^3 Court^3 to the Governor^3 and Council^3 ""Supreme Court""^4"
train_6496,What court was the appointment of Clerks^3 for Courts^3 transferred from to the Governor^3 and Council^3
train_6497,"Who was responsible for transferring the appointment of the Clerks^3 for Courts^3 from the Supreme^3 Court^3 to ""Supreme Court""^4"
train_6498,Whose^3 term of service is due to expire on September^2 01^2 1811^2
train_6499,When will the term of service of the present Clerks^3 expire
train_6500,"What body passed an act establishing Circuit^3 Courts^3 ""Circuit Courts""^4"
train_6501,"On what day was the bill establishing Circuit^3 Courts^3 moved to be read a third time ""Circuit Courts""^4"
train_6502,Who did the subscribers dissolve the Connection^3 under
train_6503,Who was the governor of Massachusetts^3 in 1811^2
train_6504,"What city s politics were not in harmony with the State^3 Government^3 until 1811^2 ""State Government""^4"
train_6505,Who was the politics of Philadelphia^3 in harmony with before 1811^2
train_6506,"When was the politics of Philadelphia^3 in harmony with the State^3 Government^3 ""State Government""^4"
train_6507,"What state s politics were not in harmony with the State^3 Government^3 until 1811^2 ""State Government""^4"
train_6508,"Who acts as President^3 pro tem of the United^3 States^3 since the resignation of Mr^3 letter from Philadelphia^3 ""United States""^4"
train_6509,"What country does C^3 Fisher^3 serve as President^3 pro tem of ""C Fisher""^4"
train_6510,How many stocks of the Montour^3 shrub are there
train_6511,What was the first name of the naturalists in France^3
train_6512,"A Lallemand^3 has declared his intention of becoming a citizen of what country ""A Lallemand""^4"
train_6513,Who proposed resolutions to be added to a report made to the Senate^3 relative to the claims for militia services
train_6514,"How many Western^3 States^3 has the Bend^3 Bridge^3 been built in ""Western States""^4 ""Bend Bridge""^4"
train_6515,"How many people live on the bridge at Little^3 River^3 Village^3 ""Little River Village""^4"
train_6516,"How many people reside on the bridge at Little^3 River^3 Village^3 ""Little River Village""^4"
train_6517,"Who was the father of Miss^3 Eliza^3 Lock^3 ""Miss Eliza Lock""^4"
train_6518,"Who was the father of Mary^3 Haley^3 ""Mary Haley""^4"
train_6519,"Who was the father of Lydia^3 Haley^3 ""Lydia Haley""^4"
train_6520,What was Haley^3 s mother s name
train_6521,What was the name of the Miss^3 who died in Hallowell^3
train_6522,"Who was the brig for the West^3 Indies^3 ""West Indies""^4"
train_6523,"What church is Edward^3 BY ASA^3 RAND^3 Pastor^3 of ""Edward BY ASA RAND Pastor""^4"
train_6524,"How much is the price of a copy of A Word^3 in Season^3 ""A Word""^4"
train_6525,"How many Sermons^3 on Christian^3 Fellowship^3 did Edward^3 Cobb^3 write ""Christian Fellowship""^4 ""Edward Cobb""^4"
train_6526,"Who wrote A Vindication^3 of the Two^3 Sermons^3 on Christian^3 Fellowship^3 ""A Vindication""^4 ""Two Sermons""^4 ""Christian Fellowship""^4"
train_6527,"When was possession given to Thomas^3 Brown^3 ""Thomas Brown""^4"
train_6528,"How many meters from Portland^3 is T^3 Browne^3 ""T Browne""^4"
train_6529,"When was the possession of Thomas^3 Brown^3 given ""Thomas Brown""^4"
train_6530,"When is the Court^3 of Probate^3 assigned to take the Probate^3 of JOHN^3 DILLINGHAM^3 s estate ""JOHN DILLINGHAM""^4"
train_6531,"Who was the Adm^3 r Portland^3 January^2 21^2 1819^2 ""Portland January""^4"
train_6532,"Who received an additional supply of BOOKS^3 and STATIONARY^3 from Boston^3 New^3 York^3 Hartford^3 and Philadelphia^3 ""Boston New York Hartford""^4"
train_6533,"What was the name of WILLIAM^3 HYDE^3 ""WILLIAM HYDE""^4"
train_6534,"Who was the owner of WILLIAM^3 HYDE^3 AYS^3 ""WILLIAM HYDE AYS""^4"
train_6535,"Along^3 with Boston^3 New^3 York^3 Philadelphia^3 and Philadelphia^3 what city has received an additional supply of BOOKS^3 and STATIONARY^3 ""Boston New York Philadelphia""^4"
train_6536,Who wrote the Discourses^3 of Orudin^3 and Butterworth^3
train_6537,Who wrote Flavel^3 s Law^3 and Grace^3
train_6538,"Who wrote the Sermons^3 of ELIAS^3 WHARF^3 ""ELIAS WHARF""^4"
train_6539,"How many bushels of FLAX^3 SEED^3 are WANTED^3 at the above Store^3 ""FLAX SEED""^4"
train_6540,"On what day are the members of the PEABODY^3 SOCIETY^3 requested to assemble at the RECESS^3 ""PEABODY SOCIETY""^4"
train_6541,"How many members of the PEABODY^3 SOCIETY^3 are expected to give an Address^3 ""PEABODY SOCIETY""^4"
train_6542,"What was the last name of Patrick^3 Kincaid^3 ""Patrick Kincaid""^4"
train_6543,"Who is the Executor^3 of the last will and testament of Patrick^3 Kincaid^3 ""Patrick Kincaid""^4"
train_6544,"Who is the heir of the estate of Samuel^3 Mountfort^3 ""Samuel Mountfort""^4"
train_6545,"What is the name of the company that sells a true copy of Elizabeth^3 Mountfort^3 s will ""Elizabeth Mountfort""^4"
train_6546,"How many Angola^3 Shawls^3 were there at 5^2 o clock at 4^2 Exchange^3 Street^2 ""Angola Shawls""^4 ""Exchange Street""^4"
train_6547,"How many Weaver^3 s Reeds^3 were sold at 5^2 o clock at 4^2 Exchange^3 Street^2 ""Exchange Street""^4"
train_6548,How many Quills^3 were sold at the auction
train_6549,"How many pipes of Lisbon^3 Wine^3 were sold at By STORE^3 ""Lisbon Wine""^4 ""By STORE""^4"
train_6550,"How many do Peppers^3 were sold at the CARTWRIGHT^3 S^3 Auction^3 and Commission^3 ESTABLISHMENT^3 ""CARTWRIGHT S Auction""^4 ""Commission ESTABLISHMENT""^4"
train_6551,"How many lbs of American^2 Gin^3 were sold at By STORE^3 ""American Gin""^4 ""By STORE""^4"
train_6552,"How many reams of Wrapping^3 Paper^3 did CARTWRIGHT^3 sell ""Wrapping Paper""^4"
train_6553,"How many Shovels^3 were sold at CARTWRIGHT^3 s Auction^3 and Commission^3 ESTABLISHMENT^3 ""Commission ESTABLISHMENT""^4"
train_6554,"How many bags of white Calcutta^3 SUGAR^3 did CARTWRIGHT^3 sell ""Calcutta SUGAR""^4"
train_6555,How many Hhds^3 were in CARTWRIGHT^3 s auction and commission ESTABLISHMENT^3
train_6556,"How many bags of PIMENTO^3 1^2 pipe HOLLANDS^3 GIN^3 3^2 Hhds^3 SUGAR^3 ""HOLLANDS GIN""^4 ""Hhds SUGAR""^4"
train_6557,"How many pipes does HOLLANDS^3 GIN^3 have ""HOLLANDS GIN""^4"
train_6558,"How many crates of Crockery^3 Ware^3 are there ""Crockery Ware""^4"
train_6559,"How many hhds of St^3 Croix^3 and Windward^3 Island^3 RUM^3 30^2 do retailing Molasses^3 ""St Croix""^4 ""Windward Island RUM""^4"
train_6560,"How many hhds St^3 Croix^3 and Windward^3 Island^3 RUM^3 do retailing Molasses^3 ""St Croix""^4 ""Windward Island RUM""^4"
